code,department,faculty,link,term,title
POL 3102,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027205&term=2191&session=FS,2019 Winter Term,Modern Political Thought II
POL 3113,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027210&term=2191&session=FS,2019 Winter Term,"Migration, Mobility, Borders and Citizenship"
POL 3114,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027211&term=2191&session=FS,2019 Winter Term,Comparative Politics: Asia
POL 3123,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=039436&term=2191&session=FS,2019 Winter Term,Gender Studies and Feminist Theories in International Relations
POL 3124,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=039437&term=2191&session=FS,2019 Winter Term,The Politics of Security
POL 3126,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027214&term=2191&session=FS,2019 Winter Term,Women and Politics
POL 3162,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027229&term=2191&session=FS,2019 Winter Term,Political Violence
POL 3164,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027230&term=2191&session=FS,2019 Winter Term,Comparative Politics: Middle East and Arab World
POL 3175,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027235&term=2191&session=FS,2019 Winter Term,Ecopolitics
POL 3179,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=039448&term=2191&session=FS,2019 Winter Term,International Organizations and Global Governance
POL 3180,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=039449&term=2191&session=FS,2019 Winter Term,Comparative Politics: Europe
POL 3370,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027239&term=2191&session=FS,2019 Winter Term,Qualitative Analysis in Political Science
POL 4163,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=039464&term=2191&session=FS,2019 Winter Term,Politics and Sexual Diversity
POL 4170,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027321&term=2191&session=FS,2019 Winter Term,Politics of Foreign Aid
POL 4180,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027326&term=2191&session=FS,2019 Winter Term,Feminist Political Thought
POL 4184,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027329&term=2191&session=FS,2019 Winter Term,Democratization and Authoritarianism
POL 4188,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027331&term=2191&session=FS,2019 Winter Term,International Relations as Political Theory
POL 4191,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=039467&term=2191&session=FS,2019 Winter Term,Advanced Topics in Critical Security and War Studies
POL 4310,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027336&term=2191&session=FS,2019 Winter Term,Honours Seminar in Political Thought
POL 4320,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027337&term=2191&session=FS,2019 Winter Term,Honours Seminar in Canadian Politics
POL 4330,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027338&term=2191&session=FS,2019 Winter Term,Honours Seminar in International Relations and Global Politics
POL 4350,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027339&term=2191&session=FS,2019 Winter Term,Honours Seminar in Comparative Politics
POL 4376,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027342&term=2191&session=FS,2019 Winter Term,Politics and Morality
POL 4378,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027344&term=2191&session=FS,2019 Winter Term,Comparative Politics: China
POL 4534,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027375&term=2191&session=FS,2019 Winter Term,"Politique, droit et constitution au Canada"
POL 4535,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027376&term=2191&session=FS,2019 Winter Term,"Francophonie, diversité, citoyenneté"
POL 4550,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027391&term=2191&session=FS,2019 Winter Term,Les systèmes électoraux et les partis politiques
POL 4565,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027400&term=2191&session=FS,2019 Winter Term,Développement des idéologies sociales et politiques au Québec
POL 4570,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027403&term=2191&session=FS,2019 Winter Term,Politique de l'aide au développement
POL 4584,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027411&term=2191&session=FS,2019 Winter Term,Démocratisation et autoritarisme
POL 4588,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=039474&term=2191&session=FS,2019 Winter Term,Les relations internationales comme théorie politique
POL 4590,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027414&term=2191&session=FS,2019 Winter Term,Politique environnementale mondiale
POL 6002,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=052182&term=2191&session=FS,2019 Winter Term,Théories et problèmes en relations internationales (Partie 2 de 2)
POL 6182,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=052184&term=2191&session=FS,2019 Winter Term,Théories et problèmes en politique comparée (Partie 2 de 2)
POL 6192,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=052186&term=2191&session=FS,2019 Winter Term,Théories et problèmes en politique canadienne et québécoise (Partie 2 de 2)
POL 6202,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=052188&term=2191&session=FS,2019 Winter Term,Théories et problèmes en pensée politique (Partie 2 de 2)
POL 9710,School of Political Studies,Faculty of Social Sciences,Course.aspx?id=027565&term=2191&session=FS,2019 Winter Term,Examen de synthèse du domaine majeur
POP 8930,Interdisciplinary School of Health Sciences,Faculty of Health Sciences,Course.aspx?id=027573&term=2191&session=FS,2019 Winter Term,Population Health Interventions
POP 8950,Interdisciplinary School of Health Sciences,Faculty of Health Sciences,Course.aspx?id=027575&term=2191&session=FS,2019 Winter Term,Special Topics in Population Health
POR 1902,Department of Modern Languages and Literatures,Faculty of Arts,Course.aspx?id=027581&term=2191&session=FS,2019 Winter Term,Elementary Portuguese II
POR 2902,Department of Modern Languages and Literatures,Faculty of Arts,Course.aspx?id=027588&term=2191&session=FS,2019 Winter Term,Intermediate Portuguese II
POR 3101,Department of Modern Languages and Literatures,Faculty of Arts,Course.aspx?id=027590&term=2191&session=FS,2019 Winter Term,Literature and Cinema of the Portuguese Speaking Countries
POR 3902,Department of Modern Languages and Literatures,Faculty of Arts,Course.aspx?id=027593&term=2191&session=FS,2019 Winter Term,Advanced Portuguese II
PSY 1101,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027599&term=2191&session=FS,2019 Winter Term,Introduction to Psychology: Foundations
PSY 1102,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027602&term=2191&session=FS,2019 Winter Term,Introduction to Psychology: Applications
PSY 1501,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027606&term=2191&session=FS,2019 Winter Term,Introduction à la psychologie : fondements
PSY 1502,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027607&term=2191&session=FS,2019 Winter Term,Introduction à la psychologie : applications
PSY 2105,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027614&term=2191&session=FS,2019 Winter Term,Child Development
PSY 2106,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027616&term=2191&session=FS,2019 Winter Term,Quantitative Methods in Psychology I
PSY 2110,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027620&term=2191&session=FS,2019 Winter Term,Social Psychology
PSY 2114,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027621&term=2191&session=FS,2019 Winter Term,Lifespan Psychology
PSY 2116,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027624&term=2191&session=FS,2019 Winter Term,Quantitative Methods in Psychology II
PSY 3173,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027689&term=2191&session=FS,2019 Winter Term,Forensic Psychology
PSY 3301,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027698&term=2191&session=FS,2019 Winter Term,Behavioural Neuroscience
PSY 3303,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027700&term=2191&session=FS,2019 Winter Term,Personality
PSY 3306,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027703&term=2191&session=FS,2019 Winter Term,Psychosocial Aspects of Health
PSY 3307,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027704&term=2191&session=FS,2019 Winter Term,Psychometric Methods
PSY 3377,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027706&term=2191&session=FS,2019 Winter Term,Cognition
PSY 3503,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027712&term=2191&session=FS,2019 Winter Term,Apprentissage et conditionnement
PSY 3508,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027717&term=2191&session=FS,2019 Winter Term,Perception
PSY 3509,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027718&term=2191&session=FS,2019 Winter Term,Motivation sociale
PSY 3522,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027722&term=2191&session=FS,2019 Winter Term,Le comportement sexuel chez les humains
PSY 3523,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027723&term=2191&session=FS,2019 Winter Term,Psychologie de la famille
PSY 3535,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027730&term=2191&session=FS,2019 Winter Term,Développement social de l'enfant
PSY 3542,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027733&term=2191&session=FS,2019 Winter Term,Drogues et comportement
PSY 3571,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027735&term=2191&session=FS,2019 Winter Term,Psychopathologie
PSY 3703,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027747&term=2191&session=FS,2019 Winter Term,Personnalité
PSY 3706,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027750&term=2191&session=FS,2019 Winter Term,Aspects psychosociaux de la santé
PSY 3707,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027751&term=2191&session=FS,2019 Winter Term,Méthodes psychométriques
PSY 3777,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027753&term=2191&session=FS,2019 Winter Term,Processus cognitifs
PSY 4105,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027775&term=2191&session=FS,2019 Winter Term,Psychological Disorders Among Children and Adolescents
PSY 4122,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027777&term=2191&session=FS,2019 Winter Term,Advanced Studies in Human Sexuality
PSY 5505,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027927&term=2191&session=FS,2019 Winter Term,Fondements de la psychologie cognitive
PSY 5521,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027933&term=2191&session=FS,2019 Winter Term,Statistique avancée en psychologie : Analyse de données multivariées
PSY 6022,School of Psychology,Faculty of Social Sciences,Course.aspx?id=051576&term=2191&session=FS,2019 Winter Term,Évaluation psychodiagnostique des adultes et des enfants (Partie 2 de 2)
PSY 6072,School of Psychology,Faculty of Social Sciences,Course.aspx?id=051578&term=2191&session=FS,2019 Winter Term,Intervention et consultation psychologique (Partie 2 de 2)
PSY 8242,School of Psychology,Faculty of Social Sciences,Course.aspx?id=051580&term=2191&session=FS,2019 Winter Term,Enjeux contemporains et compétences professionnelles dans les sciences psychologiques (2 de 2)
PSY 6002,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027975&term=2191&session=FS,2019 Winter Term,Practicum in Applied Research
PSY 6010,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027983&term=2191&session=FS,2019 Winter Term,Advanced Internal Clinical Practicum
PSY 0422,School of Psychology,Faculty of Social Sciences,Course.aspx?id=051582&term=2191&session=FS,2019 Winter Term,Practicum in Basic Research (Part 2 of 2)
PSY 6191,School of Psychology,Faculty of Social Sciences,Course.aspx?id=028066&term=2191&session=FS,2019 Winter Term,Seminars in Psychology
PSY 6507,School of Psychology,Faculty of Social Sciences,Course.aspx?id=028116&term=2191&session=FS,2019 Winter Term,Applications cliniques de la théorie interpersonnelle
PSY 9912,School of Psychology,Faculty of Social Sciences,Course.aspx?id=051586&term=2191&session=FS,2019 Winter Term,Psychology Seminars (Part 2 of 2)
PSY 7102,School of Psychology,Faculty of Social Sciences,Course.aspx?id=028233&term=2191&session=FS,2019 Winter Term,Field Research in Social and Community Interventions
PSY 7114,School of Psychology,Faculty of Social Sciences,Course.aspx?id=028242&term=2191&session=FS,2019 Winter Term,Seminars in Professional Psychology
PSY 7123,School of Psychology,Faculty of Social Sciences,Course.aspx?id=028243&term=2191&session=FS,2019 Winter Term,Cognitive and Behaviour Therapy
PSY 7505,School of Psychology,Faculty of Social Sciences,Course.aspx?id=028266&term=2191&session=FS,2019 Winter Term,"Services psychologiques basés sur des données probantes pour enfants, adolescents, familles"
PSY 7524,School of Psychology,Faculty of Social Sciences,Course.aspx?id=028275&term=2191&session=FS,2019 Winter Term,La thérapie de couples
RCH 7000,Office of the Vice Rector Academic,Vice Rector Academic,Course.aspx?id=028356&term=2191&session=FS,2019 Winter Term,Research Internship
RCH 7001,Office of the Vice Rector Academic,Vice Rector Academic,Course.aspx?id=028357&term=2191&session=FS,2019 Winter Term,Research Activity
RCH 7010,Office of the Vice Rector Academic,Vice Rector Academic,Course.aspx?id=028358&term=2191&session=FS,2019 Winter Term,Research Internship
REA 7102,School of Rehabilitation Sciences,Faculty of Health Sciences,Course.aspx?id=028412&term=2191&session=FS,2019 Winter Term,Research Seminar on Individual Functioning and Rehabilitation Models
SEG 2911,Department of Computer Science,Faculty of Engineering,Course.aspx?id=028730&term=2191&session=FS,2019 Winter Term,Professional Software Engineering Practice
SEG 3125,Department of Computer Science,Faculty of Engineering,Course.aspx?id=028737&term=2191&session=FS,2019 Winter Term,Analysis and Design of User Interfaces
SEG 3904,Department of Computer Science,Faculty of Engineering,Course.aspx?id=028763&term=2191&session=FS,2019 Winter Term,Innovation Research Project
SEG 4145,Department of Computer Science,Faculty of Engineering,Course.aspx?id=028771&term=2191&session=FS,2019 Winter Term,Real Time and Embedded Software Design
SEG 4300,Department of Computer Science,Faculty of Engineering,Course.aspx?id=039349&term=2191&session=FS,2019 Winter Term,Topics in Software Engineering
SEG 4545,Department of Computer Science,Faculty of Engineering,Course.aspx?id=028783&term=2191&session=FS,2019 Winter Term,Conception de systèmes embarqués et en temps réel
